question_id,duplicate_group_id,current_concept_key,proposed_concept_key,source,confidence,inclusion_status,exclusion_reason
88036ce7-a2fd-429d-836c-8256a12f5387,exact_130a1d2b71e5,,triggered,concept_key_suggestion_default,high,included_ultra_safe,
c9cfdd7b-c02e-4477-9b5d-4baa7de7bd4b,exact_130a1d2b71e5,,triggered,concept_key_suggestion_default,high,included_ultra_safe,
02314edb-17d6-4ce9-b8d4-06d3b2d31cef,exact_1678a7abdb42,,un_ping,concept_key_suggestion_default,high,excluded,article_prefixed_key
3a25f0e3-f836-4059-a152-d7be91ae9e78,exact_1678a7abdb42,,un_ping,concept_key_suggestion_default,high,excluded,article_prefixed_key
c0625aa6-1162-4b35-abee-da2483e87241,exact_17ae5993aa0c,,un_remix,concept_key_suggestion_default,high,excluded,article_prefixed_key
d2e36408-6d28-4e3d-bf93-3087226b5032,exact_17ae5993aa0c,,un_remix,concept_key_suggestion_default,high,excluded,article_prefixed_key
28e32e91-0f5c-43ed-a935-99065c611090,exact_1879aa61ba16,,clutch,concept_key_suggestion_default,high,included_ultra_safe,
c507662c-d78e-4f9f-931f-817a8d048172,exact_1879aa61ba16,,clutch,concept_key_suggestion_default,high,included_ultra_safe,
2e9fbff2-b362-4400-b728-95122cd5790b,exact_1a132bb2d4d0,,un_reaction,concept_key_suggestion_default,high,excluded,article_prefixed_key
b82a4fd5-5aae-4f94-9382-cf6811714a15,exact_1a132bb2d4d0,,un_reaction,concept_key_suggestion_default,high,excluded,article_prefixed_key
191559b5-9b40-441b-9b0f-41470d805448,exact_1f37c5b6709f,,contenu_sponsorise,concept_key_suggestion_default,high,included_ultra_safe,
5f081042-cc27-44e0-9db0-eec4bae557bb,exact_1f37c5b6709f,,contenu_sponsorise,concept_key_suggestion_default,high,included_ultra_safe,
4d2d6587-a46e-436d-80ba-27b7279144a8,exact_251d50b01d90,,un_challenge,concept_key_suggestion_default,high,excluded,article_prefixed_key
d0d0cb78-96e6-442b-be12-d21eb992b007,exact_251d50b01d90,,un_challenge,concept_key_suggestion_default,high,excluded,article_prefixed_key
5cdde004-cab4-4094-b44a-460e4734741d,exact_2a31b3574af2,,un_album_drop,concept_key_suggestion_default,high,excluded,article_prefixed_key
973c379d-2b06-4676-be21-01f9498ba962,exact_2a31b3574af2,,un_album_drop,concept_key_suggestion_default,high,excluded,article_prefixed_key
403251de-3624-4fdb-ac1f-3a1af46297d4,exact_2d4021b2df5a,,unfollow,concept_key_suggestion_default,high,included_ultra_safe,
cb0e54cb-acd5-4ad1-b05f-515a3e59051a,exact_2d4021b2df5a,,unfollow,concept_key_suggestion_default,high,included_ultra_safe,
70d06ca1-c8c8-4685-8b32-2cf890035cc8,exact_2dbcecb6cd8c,,un_tuto,concept_key_suggestion_default,high,excluded,article_prefixed_key
f3c43b57-8e46-4a1f-aa5e-2779352e09af,exact_2dbcecb6cd8c,,un_tuto,concept_key_suggestion_default,high,excluded,article_prefixed_key
77a067b9-df8e-4620-acbe-9f07256fe547,exact_345f9a4f883f,,un_hater,concept_key_suggestion_default,high,excluded,article_prefixed_key
c7eb9085-9685-4af7-bbd7-5a49a30dadb8,exact_345f9a4f883f,,un_hater,concept_key_suggestion_default,high,excluded,article_prefixed_key
e31184ec-c57d-450c-8952-cb4493ba8ead,exact_3a1df31a1902,,ghoster_quelquun,concept_key_suggestion_default,high,included_ultra_safe,
ee012de3-f0ac-43df-b30f-475f42b4f1c9,exact_3a1df31a1902,,ghoster_quelquun,concept_key_suggestion_default,high,included_ultra_safe,
69dbfdb6-1fa6-45dd-bc52-04d2924af2bc,exact_3af3f6ecfcf0,,side_eye,concept_key_suggestion_default,high,included_ultra_safe,
75a003fb-4684-47d1-86e3-1682af19ebac,exact_3af3f6ecfcf0,,side_eye,concept_key_suggestion_default,high,included_ultra_safe,
80a20c26-6399-401f-9be4-707408886d0a,exact_3d2b6518ecd6,,cest_valide,concept_key_suggestion_default,high,included_ultra_safe,
de52cfc7-d759-4142-8d8e-bc449cad5c2c,exact_3d2b6518ecd6,,cest_valide,concept_key_suggestion_default,high,included_ultra_safe,
4081961e-a233-47b0-abcf-24e76f0c7393,exact_4228b39ed57b,,un_son,concept_key_suggestion_default,high,excluded,article_prefixed_key
5ae22eb6-a7c9-4a80-be9a-f1a30afe9b0c,exact_4228b39ed57b,,un_son,concept_key_suggestion_default,high,excluded,article_prefixed_key
f82d8a81-19ab-4309-af00-c9e6d9acd74c,exact_437f67429b86,,cursed,concept_key_suggestion_default,high,included_ultra_safe,
fce2fd7f-5f9f-4c64-9842-0ac9afa12aa3,exact_437f67429b86,,cursed,concept_key_suggestion_default,high,included_ultra_safe,
5fe47003-cae8-4d6f-a09d-94589f1dc599,exact_44ab23f02b91,,un_banger,concept_key_suggestion_default,high,excluded,article_prefixed_key
8deec39a-f3cf-4ef7-85ae-6d80de8c1999,exact_44ab23f02b91,,un_banger,concept_key_suggestion_default,high,excluded,article_prefixed_key
7b718039-8bf4-4d7a-b7b6-76440ae581c9,exact_45274a052b1b,,low_key,concept_key_suggestion_default,high,included_ultra_safe,
e48aa748-65f6-4372-a593-7514692b54fa,exact_45274a052b1b,,low_key,concept_key_suggestion_default,high,included_ultra_safe,
9c22bc71-085d-47c8-80a8-2f7c5f928035,exact_45ff7448c3aa,,un_meme_mort,concept_key_suggestion_default,high,excluded,article_prefixed_key
d18b2258-7325-4d2d-bd57-761c498532a1,exact_45ff7448c3aa,,un_meme_mort,concept_key_suggestion_default,high,excluded,article_prefixed_key
16e1a672-2f63-49b6-a0b4-fbd0aacfe1c6,exact_47c898134e37,,boujee,concept_key_suggestion_default,high,included_ultra_safe,
af656d7a-fd0d-419b-8028-26aa420f1c0e,exact_47c898134e37,,boujee,concept_key_suggestion_default,high,included_ultra_safe,
67aea755-5bcd-4684-bd72-c27523a8f77c,exact_4f9085529741,,un_drop,concept_key_suggestion_default,high,excluded,article_prefixed_key
b397a5a6-2903-4357-ba96-fab096d81f4f,exact_4f9085529741,,un_drop,concept_key_suggestion_default,high,excluded,article_prefixed_key
217125a3-6113-4611-a687-7060553104ff,exact_50cf6362b135,,scroll,concept_key_suggestion_default,high,included_ultra_safe,
9e87cf94-fc89-44df-8c3f-649719e6b8e8,exact_50cf6362b135,,scroll,concept_key_suggestion_default,high,included_ultra_safe,
5197b130-4864-4f77-91fb-01d879fa6cde,exact_50f788fc1b89,,un_buff,concept_key_suggestion_default,high,excluded,article_prefixed_key
ddca15ca-84ad-4c78-b95e-4ce1ea2df777,exact_50f788fc1b89,,un_buff,concept_key_suggestion_default,high,excluded,article_prefixed_key
ecd90772-00dd-40e7-9b8c-986e1b6c4e20,exact_54e2c8f742a9,,un_hack,concept_key_suggestion_default,high,excluded,article_prefixed_key
f1a6bd3a-d7e6-47fb-ac29-07c8bec7db12,exact_54e2c8f742a9,,un_hack,concept_key_suggestion_default,high,excluded,article_prefixed_key
71062896-0acd-4a73-8145-75b0f253fcc4,exact_5533e95139e6,,un_roast,concept_key_suggestion_default,high,excluded,article_prefixed_key
73c8fd62-9caf-4433-ba00-6afdc4488ddf,exact_5533e95139e6,,un_roast,concept_key_suggestion_default,high,excluded,article_prefixed_key
04a5aa55-e922-4259-9bc1-58ea2b0bbbfa,exact_590b2c2a611d,,un_repost,concept_key_suggestion_default,high,excluded,article_prefixed_key
b9d37bd6-9452-4c85-9ee2-6ace3d533459,exact_590b2c2a611d,,un_repost,concept_key_suggestion_default,high,excluded,article_prefixed_key
201d22e3-32bf-4c24-85bf-ccc76ea20ef6,exact_594362c5c9ec,,un_spoiler,concept_key_suggestion_default,high,excluded,article_prefixed_key
9de4d106-b8e2-4636-9630-e377c23e7188,exact_594362c5c9ec,,un_spoiler,concept_key_suggestion_default,high,excluded,article_prefixed_key
1e544365-ba5a-4c5c-84a5-cf3d47cb7abe,exact_5e456b2a0148,,friendzone,concept_key_suggestion_default,high,included_ultra_safe,
703d600c-7663-4bd7-b2c7-45da6493b944,exact_5e456b2a0148,,friendzone,concept_key_suggestion_default,high,included_ultra_safe,
0a8ddb38-468d-4c3a-a9d3-c7f73f3898d6,exact_609b77f79bd6,,streamer,concept_key_suggestion_default,high,included_ultra_safe,
2875c8fa-5b64-4e31-bbb2-0b1f90b38541,exact_609b77f79bd6,,streamer,concept_key_suggestion_default,high,included_ultra_safe,
216daf78-392c-44c0-8aca-7dc8b74b3cf8,exact_64dde11fce7c,,un_fake_account,concept_key_suggestion_default,high,excluded,article_prefixed_key
f9fb026e-7900-4a9e-a911-a2c6f251ed13,exact_64dde11fce7c,,un_fake_account,concept_key_suggestion_default,high,excluded,article_prefixed_key
24759972-bb1b-4b95-8aae-6831bc7001fb,exact_69c9073f95a1,,un_hit,concept_key_suggestion_default,high,excluded,article_prefixed_key
f6ba8854-9273-4554-a5ee-5b845a8fb636,exact_69c9073f95a1,,un_hit,concept_key_suggestion_default,high,excluded,article_prefixed_key
04164acb-996c-4f46-bfac-ae73430c7fd4,exact_6a36c684caa1,,ship_deux_personnes,concept_key_suggestion_default,high,included_ultra_safe,
e9ad9253-d1e4-43e0-8e94-0a214c0cc7b7,exact_6a36c684caa1,,ship_deux_personnes,concept_key_suggestion_default,high,included_ultra_safe,
3201f894-6c76-4343-94cc-67d44c1a4d13,exact_77d5922ea3d8,,unfollow_follow,concept_key_suggestion_default,high,included_ultra_safe,
b3b6d229-6375-47f1-8c65-2d1eb2bda46d,exact_77d5922ea3d8,,unfollow_follow,concept_key_suggestion_default,high,included_ultra_safe,
111d65a5-56fe-4bc5-8f98-6d3736b97101,exact_77e1f1265963,,un_bot,concept_key_suggestion_default,high,excluded,article_prefixed_key
4febf470-eb5c-49be-bae0-ce2293fc381a,exact_77e1f1265963,,un_bot,concept_key_suggestion_default,high,excluded,article_prefixed_key
03301bf8-9984-4521-92a3-85492f30fe68,exact_7a142e4ee8b1,,double_text,concept_key_suggestion_default,high,included_ultra_safe,
d2ba9a5c-f680-4c3b-a425-7fa201a700d8,exact_7a142e4ee8b1,,double_text,concept_key_suggestion_default,high,included_ultra_safe,
9c656228-2cbf-44ca-8c9a-d1db3dc565cd,exact_7a3a50a9cdcc,,un_leak,concept_key_suggestion_default,high,excluded,article_prefixed_key
b0909ebc-acbf-4601-a09b-a51dfdac357d,exact_7a3a50a9cdcc,,un_leak,concept_key_suggestion_default,high,excluded,article_prefixed_key
6d1156b8-d1bd-4686-bca3-f31146be6362,exact_7c06f48c74b0,,une_fake_news,concept_key_suggestion_default,high,excluded,article_prefixed_key
86009f56-20ba-41d8-aad5-d12057ef9c53,exact_7c06f48c74b0,,une_fake_news,concept_key_suggestion_default,high,excluded,article_prefixed_key
e1eab53b-3244-4d75-818d-0ff15348326e,exact_7f0348e2ce11,,love_bombing,concept_key_suggestion_default,high,included_ultra_safe,
f319ce64-54ae-4983-8bb0-34785df164e2,exact_7f0348e2ce11,,love_bombing,concept_key_suggestion_default,high,included_ultra_safe,
68526aa2-c043-40b1-8f74-cb91710496d5,exact_8194a2b5fa25,,un_filtre,concept_key_suggestion_default,high,excluded,article_prefixed_key
b6804354-ce3f-4b08-a586-217f1cd7e738,exact_8194a2b5fa25,,un_filtre,concept_key_suggestion_default,high,excluded,article_prefixed_key
aa2b5201-e6bc-4fb8-b80b-682fd841e89b,exact_8afb652788bf,,un_contenu_viral_court,concept_key_suggestion_default,high,excluded,article_prefixed_key
d0dfbf78-d408-44ff-a86d-7d4277e0fff4,exact_8afb652788bf,,un_contenu_viral_court,concept_key_suggestion_default,high,excluded,article_prefixed_key
1f017960-395d-4dd9-96ac-b2b324a5cb9b,exact_8bc8978614f8,,breadcrumbing,concept_key_suggestion_default,high,included_ultra_safe,
c4b9f3fd-cbff-44a8-8221-e7a7c77a332a,exact_8bc8978614f8,,breadcrumbing,concept_key_suggestion_default,high,included_ultra_safe,
197e0294-70dc-4881-b2b2-d4bf8ff96fdc,exact_8ff77cfb02d2,,un_noob,concept_key_suggestion_default,high,excluded,article_prefixed_key
de5404b0-5c39-4b01-9d77-b40885b6932f,exact_8ff77cfb02d2,,un_noob,concept_key_suggestion_default,high,excluded,article_prefixed_key
1ca61163-daeb-4c32-a6d5-1947fa40417b,exact_9767b19dfbe5,,tryhard,concept_key_suggestion_default,high,included_ultra_safe,
dcf678f7-6e33-4306-80ec-18983e24bb71,exact_9767b19dfbe5,,tryhard,concept_key_suggestion_default,high,included_ultra_safe,
0eda6020-4607-4194-8871-f91d47afe33c,exact_a383407656c0,,follow_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
9049deb7-96ac-4917-a4d4-d3173b5cb0d1,exact_a383407656c0,,follow_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
a28ae584-136e-4b6a-9768-53d793309cce,exact_a44edcdfde68,,un_feat,concept_key_suggestion_default,high,excluded,article_prefixed_key
c4845877-19f6-414e-88a6-cad9ca178a1b,exact_a44edcdfde68,,un_feat,concept_key_suggestion_default,high,excluded,article_prefixed_key
8160d5c3-772b-4b83-a414-b45598a5ccde,exact_a4766c021d42,,cest_carre,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
913e4517-f06c-4733-8afe-6d56ee765208,exact_a4766c021d42,,cest_carre,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
969ac45d-0d1c-4b98-81c4-b6e609dc84f7,exact_a57677955b11,,matrixe,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
e1bc07f9-409a-4477-8aa2-7c3d12f3768c,exact_a57677955b11,,matrixe,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
938d6182-cacd-4482-aedf-3102a6cd6d2b,exact_a5a52a81bffa,,cest_clean,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
fda6745e-cbb9-438d-80d6-5bcf9a3fcf86,exact_a5a52a81bffa,,cest_clean,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
7217cc30-ad93-4628-9caf-68cc68d85265,exact_a740421aaebc,,clickbait,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
e7e528a6-59b7-40ab-b0c0-9c188b4e26d7,exact_a740421aaebc,,clickbait,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
028dd3bc-fd20-454c-b0d5-186c2d3bca2a,exact_a85fb933a037,,un_live,concept_key_suggestion_default,high,excluded,article_prefixed_key
cbc8381f-d9dd-4378-854b-95cf99cc01fc,exact_a85fb933a037,,un_live,concept_key_suggestion_default,high,excluded,article_prefixed_key
aa8680ec-5be3-43ab-8bcb-c857d832859f,exact_ab24ae42914b,,un_troll,concept_key_suggestion_default,high,excluded,article_prefixed_key
e6672338-44c5-46e1-8352-4284593203f5,exact_ab24ae42914b,,un_troll,concept_key_suggestion_default,high,excluded,article_prefixed_key
5cbd35a6-a5e4-45bb-8861-feec656c29a6,exact_ad5a1c2e5788,,unfollow_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
617c4e6e-3494-4233-9793-4fce262a707a,exact_ad5a1c2e5788,,unfollow_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
a25fea63-8997-4783-a3eb-5a854594bc4c,exact_ae1eb075aa7f,,no_cap,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
a66bb8b5-86d7-40e1-abef-bfa13ab46af1,exact_ae1eb075aa7f,,no_cap,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
8b75c798-d6a1-40aa-907b-11d78ee58dd0,exact_af5b97ba9027,,red_flag,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
b0032b43-ad1b-41d7-82ea-b0857cf00907,exact_af5b97ba9027,,red_flag,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
3a44397e-7b54-452d-a30f-4298171854da,exact_af8a86a84724,,dm_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
ac8b2d3d-00f1-4a0f-81a9-bab36efb4132,exact_af8a86a84724,,dm_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
c69b3b4b-099e-4d9d-82b4-ea197773cca0,exact_afe7dd4fef60,,un_post_viral,concept_key_suggestion_default,high,excluded,article_prefixed_key
dfb790ee-0626-480f-8a0f-1dcde399c648,exact_afe7dd4fef60,,un_post_viral,concept_key_suggestion_default,high,excluded,article_prefixed_key
01352b8b-2595-4620-bbfc-a43b61263084,exact_b12e18e857b2,,rage_quit,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
747387d2-147a-4dc7-bf21-b9dfcd388671,exact_b12e18e857b2,,rage_quit,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
0db5c36f-1ada-44d7-b950-de6a6fb8167c,exact_b2d330c0306d,,level_up,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
489e1491-bada-4e73-a473-c21e36ea01b4,exact_b2d330c0306d,,level_up,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
6eee381c-486f-47fb-a909-d580f6c933cf,exact_b455f4f09118,,un_meme_viral,concept_key_suggestion_default,high,excluded,article_prefixed_key
992a7911-c090-480a-9e19-b54f1f9afff4,exact_b455f4f09118,,un_meme_viral,concept_key_suggestion_default,high,excluded,article_prefixed_key
3c947f73-a35b-4679-a13d-13139d3456be,exact_b550d7959545,,respawn,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
ebc9e417-d7fb-49f7-87ae-b2e8dae80151,exact_b550d7959545,,respawn,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
7ad3a9b0-e237-43b2-91b2-ab6c7ab904f6,exact_b5acad5fff99,,high_key,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
e32156d4-bfb9-43d3-b501-f52474a42536,exact_b5acad5fff99,,high_key,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
013480b1-50e1-4097-88af-a1324b119473,exact_b5b90c8dc8b0,,shadowban,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
40b84ad1-9a64-499f-8d23-10d57607873a,exact_b5b90c8dc8b0,,shadowban,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
7aaa56a1-2635-452b-ad8e-b693a5a65a8c,exact_b9cf80248cf3,,un_algo,concept_key_suggestion_default,high,excluded,article_prefixed_key
b17adfbc-3a0d-4a11-b4b0-dfbaeb45fd6e,exact_b9cf80248cf3,,un_algo,concept_key_suggestion_default,high,excluded,article_prefixed_key
768d1158-0bcf-4861-b8c0-1e9426e7961a,exact_ba9daae49850,,un_commentaire_epingle,concept_key_suggestion_default,high,excluded,article_prefixed_key
acc39674-80d9-43da-941e-05a66a9754d4,exact_ba9daae49850,,un_commentaire_epingle,concept_key_suggestion_default,high,excluded,article_prefixed_key
1d65d9c1-81b9-4956-abd1-fd5365be97a1,exact_bbe138d0c77d,,carry_une_partie,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
e37001d4-44be-4cf3-a2b2-6051d776106a,exact_bbe138d0c77d,,carry_une_partie,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
4f032e2b-cc07-4c48-87c5-7923934c80d2,exact_c18fc58fd878,,un_compte_prive,concept_key_suggestion_default,high,excluded,article_prefixed_key
7ab2fcf6-dfbe-4dd8-8324-9de09858a7b3,exact_c18fc58fd878,,un_compte_prive,concept_key_suggestion_default,high,excluded,article_prefixed_key
9787229c-3c5f-45b9-b7ca-ef6735004185,exact_c80d3c7c55d9,,poster,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
d7aeaa74-393e-48a2-aa91-5b0031d8a2a9,exact_c80d3c7c55d9,,poster,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
1139d3b9-c6a4-4738-860f-5507ecc01974,exact_cbc285d7eb04,,situationship,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
cf40373f-e968-43e4-b1d8-89923b54e1fd,exact_cbc285d7eb04,,situationship,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
25ea126e-4d7a-4b4d-bfd9-1b16deaaa48b,exact_ce6542db050c,,un_buzz,concept_key_suggestion_default,high,excluded,article_prefixed_key
29510230-56c2-41b7-81af-900766761267,exact_ce6542db050c,,un_buzz,concept_key_suggestion_default,high,excluded,article_prefixed_key
03098646-3380-4a99-863e-00d910a7dca9,exact_d29741bd62c3,,un_bail,concept_key_suggestion_default,high,excluded,article_prefixed_key
cd55919d-8510-4348-8339-98941c4e378b,exact_d29741bd62c3,,un_bail,concept_key_suggestion_default,high,excluded,article_prefixed_key
5f982b9c-5837-4209-8645-84f1ec6acd77,exact_db2abcbcc51d,,un_nerf,concept_key_suggestion_default,high,excluded,article_prefixed_key
73edd50a-1501-413e-a0b1-8673f0011859,exact_db2abcbcc51d,,un_nerf,concept_key_suggestion_default,high,excluded,article_prefixed_key
c24dcd95-2b81-4fa2-822b-6e8223b87bcf,exact_e1f0c6ad903e,,un_thread,concept_key_suggestion_default,high,excluded,article_prefixed_key
ceb81392-69d4-47ef-b16b-0250fe5861b2,exact_e1f0c6ad903e,,un_thread,concept_key_suggestion_default,high,excluded,article_prefixed_key
34200136-9647-49c8-8077-4f8203404007,exact_e54767437323,,une_story,concept_key_suggestion_default,high,excluded,article_prefixed_key
68205d1e-12be-459c-a9bd-74c4773962bb,exact_e54767437323,,une_story,concept_key_suggestion_default,high,excluded,article_prefixed_key
2723ff7b-b2f0-4658-97ca-312f20a1ed2f,exact_e57bea09205a,,muter_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
2def225f-476b-4a8a-a0ad-42b813abd65f,exact_e57bea09205a,,muter_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
60f534aa-5adb-431f-9fb3-a6af6047cbdc,exact_e79a4adcef20,,un_inside_joke,concept_key_suggestion_default,high,excluded,article_prefixed_key
851ad5f2-ee93-468d-8a90-6e0037ada6dc,exact_e79a4adcef20,,un_inside_joke,concept_key_suggestion_default,high,excluded,article_prefixed_key
408080ee-eafa-4572-a6a0-88a29436a0dc,exact_e8728660a5e9,,un_viewer,concept_key_suggestion_default,high,excluded,article_prefixed_key
6a4ca434-8fe1-4337-b3b6-109eb4ebcc27,exact_e8728660a5e9,,un_viewer,concept_key_suggestion_default,high,excluded,article_prefixed_key
2abe751b-7db0-4e22-b4bb-92fd2096e48b,exact_ed673c373968,,block_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
518e03e9-cb72-4218-a063-8d26ed19662c,exact_ed673c373968,,block_quelquun,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
416fa2db-1314-41c3-a23c-d45de10c9dd4,exact_f2bf1fd0804d,,spammer,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
732bc817-5451-493c-b503-f445226ce4b1,exact_f2bf1fd0804d,,spammer,concept_key_suggestion_default,high,excluded,outside_pilot_size_cap
345611b9-1542-4d42-8319-43487bc3a5f2,exact_f749eee1ff81,,un_feed,concept_key_suggestion_default,high,excluded,article_prefixed_key
ef8318d4-5c48-471b-a838-8bfad7f3b22f,exact_f749eee1ff81,,un_feed,concept_key_suggestion_default,high,excluded,article_prefixed_key
